ageph,postal,freq_ann,agecar,sexph,fuel,split,use,fleet,sportc,cover,power,claimAm,LONG.x,LAT.x,LONG.y,LAT.y,fit_spatial,geo,group_ageph
72,1050,1,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,66-110,1426.3793415,4.36666666666667,50.8166666666667,4.36698780528209,50.8223368893053,-0.21109995906797,[-0.52,-0.14),[54,75)
28,1060,2.0916905444,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,1576.354924,4.33333333333333,50.8166666666667,4.33373526320972,50.8295893025831,-0.192263660783657,[-0.52,-0.14),[26,29)
52,1070,6.6363636364,6-10,Female,Petrol,Monthly,Private,No,Yes,MTPL,>110,8885.3963446,4.3,50.8333333333333,4.28236829549573,50.8289657408843,-0.157370126683069,[-0.52,-0.14),[49,54)
56,1082,1,0-1,Female,Petrol,Once,Private,No,No,MTPL+,66-110,619.73381193,4.28333333333333,50.85,4.28376885691113,50.8647124698852,-0.148163888383409,[-0.52,-0.14),[54,75)
67,1160,1.1370716511,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110,1685.6016004,4.41666666666667,50.8166666666667,4.42757951558676,50.8102713392462,-0.229646751277199,[-0.52,-0.14),[54,75)
45,1180,3,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,<66,633.83895349,4.33333333333333,50.8,4.35081703057296,50.7896898188678,-0.210091028632119,[-0.52,-0.14),[29,49)
27,1180,2.6071428571,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110,65.54304795,4.33333333333333,50.8,4.35081703057296,50.7896898188678,-0.210091028632119,[-0.52,-0.14),[26,29)
47,1180,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66,74.293689375,4.33333333333333,50.8,4.35081703057296,50.7896898188678,-0.210091028632119,[-0.52,-0.14),[29,49)
47,1350,5.703125,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110,64.625841908,4.98333333333333,50.7,4.95269242675746,50.6899552421005,0.143310004087247,[0.019,0.17),[29,49)
18,1470,1,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66,6489.2823235,4.45,50.6,4.48109568138981,50.6069157926835,-0.0474369001974665,[-0.14,0.019),[18,26)
26,1500,1,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110,999.40753448,4.23333333333333,50.7333333333333,4.23008740505436,50.7304297242521,-0.0994976719660619,[-0.14,0.019),[26,29)
33,1630,3.4433962264,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110,1685.6016004,4.33333333333333,50.7666666666667,4.33521382838845,50.7677723333653,-0.199478665836677,[-0.52,-0.14),[29,49)
41,1730,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110,830.64162281,4.18333333333333,50.9,4.19032802994598,50.9108264932304,-0.0891385919917278,[-0.14,0.019),[29,49)
25,1745,1,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110,77.0453075,4.18333333333333,50.9666666666667,4.16993656009959,50.9624554577042,-0.101727898925683,[-0.14,0.019),[18,26)
33,1950,1,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66,61.899013136,4.46666666666667,50.85,4.46103221175667,50.84513825609,-0.210916596994393,[-0.52,-0.14),[29,49)
34,1970,1,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110,4.2637686261,4.48333333333333,50.8333333333333,4.48215005879421,50.8429939550345,-0.209384679662809,[-0.52,-0.14),[29,49)
27,2000,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,<66,1189.8889189,4.4,51.2,4.38841821750176,51.215508128703,-0.0507625247827417,[-0.14,0.019),[26,29)
35,2650,2,2-5,Female,Petrol,Once,Private,No,No,MTPL+,66-110,3718.1053994,4.43333333333333,51.15,4.42247863625642,51.1562143595755,0.0282343480608334,[0.019,0.17),[29,49)
39,3120,1,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110,1924.7692731,4.7,50.9833333333333,4.69876495325672,50.9941115466561,-0.023883438722866,[-0.14,0.019),[29,49)
46,3700,1,>10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,1400.4001001,5.45,50.7666666666667,5.45412215054032,50.7717834338709,0.0255965296821289,[0.019,0.17),[29,49)
45,4100,1,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66,64.625841908,5.5,50.6,5.50186097173356,50.5826289911125,-0.149218713370693,[-0.52,-0.14),[29,49)
38,4100,3.7244897959,6-10,Female,Petrol,Twice,Private,No,Yes,MTPL,66-110,236.21773976,5.5,50.6,5.50186097173356,50.5826289911125,-0.149218713370693,[-0.52,-0.14),[29,49)
57,5000,1.112804878,0-1,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110,112.86592183,4.85,50.45,4.8594592952501,50.4614444975032,0.294147676897528,[0.17,0.4],[54,75)
49,6000,1,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66,1785.0812719,4.43333333333333,50.4,4.4383532510193,50.4167838476249,0.218990010994251,[0.17,0.4],[49,54)
31,6000,1,6-10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110,8530.6855,4.43333333333333,50.4,4.4383532510193,50.4167838476249,0.218990010994251,[0.17,0.4],[29,49)
36,6660,1.398467433,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+,66-110,70.376971683,5.78333333333333,50.1333333333333,5.6994779722021,50.1481217426165,0.279067349513324,[0.17,0.4],[29,49)
51,6760,6.6363636364,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110,128.08658425,5.53333333333333,49.5666666666667,5.57242557591003,49.5798038801165,-0.12593775606168,[-0.14,0.019),[49,54)
24,6900,1,2-5,Female,Petrol,Thrice,Private,No,No,MTPL+,>110,1601.9871145,5.33333333333333,50.2166666666667,5.33301748132742,50.2092574542014,0.14431859250294,[0.019,0.17),[18,26)
25,7000,1,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66,64.625841908,3.93333333333333,50.45,3.95800996174605,50.456351410773,-0.0170367891576361,[-0.14,0.019),[18,26)
43,7170,1,6-10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110,64.625841908,4.23333333333333,50.5,4.22737913532681,50.4937684780418,-0.00574671083046469,[-0.14,0.019),[29,49)
34,7180,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110,764.4540517,4.25,50.5166666666667,4.25788707416648,50.5263582814504,-0.0143626162275402,[-0.14,0.019),[29,49)
19,8790,1.5598290598,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,66-110,795.36637423,3.43333333333333,50.8833333333333,3.41608721948592,50.8785081096418,0.276119666956738,[0.17,0.4],[18,26)
22,8790,1,>10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,145.01771199,3.43333333333333,50.8833333333333,3.41608721948592,50.8785081096418,0.276119666956738,[0.17,0.4],[18,26)
52,9000,2,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110,1918.1753053,3.71666666666667,51.05,3.7078589016912,51.058541172233,0.0393920688157219,[0.019,0.17),[49,54)
34,9300,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110,493.48163977,4.03333333333333,50.9333333333333,4.03635389965774,50.9417482183295,-0.020471363765419,[-0.14,0.019),[29,49)
57,9800,1,6-10,Female,Petrol,Once,Professional,No,No,MTPL,<66,152.55367515,3.51666666666667,50.9833333333333,3.50541882652353,50.9902836582006,0.237281709245349,[0.17,0.4],[54,75)
41,1050,1,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110,64.625841908,4.36666666666667,50.8166666666667,4.36698780528209,50.8223368893053,-0.21109995906797,[-0.52,-0.14),[29,49)
38,1070,1.0928143713,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,1426.3793415,4.3,50.8333333333333,4.28236829549573,50.8289657408843,-0.157370126683069,[-0.52,-0.14),[29,49)
55,1640,1.3321167883,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110,894.44941609,4.35,50.7333333333333,4.36279842623362,50.744416767182,-0.207233335593306,[-0.52,-0.14),[54,75)
41,1840,1,2-5,Female,Gasoil,Once,Professional,Yes,No,MTPL+++,66-110,64.625841908,4.3,51,4.26609229647044,51.0107323856196,-0.0996165023499671,[-0.14,0.019),[29,49)
43,2200,5.1957295374,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,802.62965451,4.83333333333333,51.1666666666667,4.81702352933596,51.1637876551018,-0.0525440487776723,[-0.14,0.019),[29,49)
59,2360,1,2-5,Female,Gasoil,Once,Private,No,No,MTPL,>110,1426.3793415,4.96666666666667,51.3166666666667,4.99384566265974,51.3207685758252,-0.193601021921405,[-0.52,-0.14),[54,75)
37,2830,1,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110,164.05593469,4.35,51.05,4.35806978972652,51.0539689444254,-0.0292787844217635,[-0.14,0.019),[29,49)
36,2970,1,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110,1075.1390063,4.58333333333333,51.2333333333333,4.57114029849079,51.2562280821625,-0.0303914469405605,[-0.14,0.019),[29,49)
39,3080,1,2-5,Female,Gasoil,Once,Private,No,No,MTPL+++,66-110,495.78704955,4.5,50.8166666666667,4.51384064461051,50.8215103388942,-0.213314032384022,[-0.52,-0.14),[29,49)
61,6000,2,6-10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110,222.98022553,4.43333333333333,50.4,4.4383532510193,50.4167838476249,0.218990010994251,[0.17,0.4],[54,75)
66,6200,1,2-5,Female,Petrol,Twice,Private,No,No,MTPL+++,66-110,145.01771199,4.51666666666667,50.4,4.51150406128235,50.3970730648991,0.311308970217851,[0.17,0.4],[54,75)
35,7090,1,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,66-110,10287.581278,4.13333333333333,50.6,4.13204101220912,50.6159904125073,0.0129261859017509,[-0.14,0.019),[29,49)
45,7330,1,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110,70.153867511,3.81666666666667,50.4333333333333,3.80693495541922,50.4506485752801,-0.0234481742056549,[-0.14,0.019),[29,49)
